timestamp,poor_signal,attention,meditation,blink_strength,raw_wave,delta,delta_normalized,theta,theta_normalized,low_alpha,low_alpha_normalized,high_alpha,high_alpha_normalized,low_beta,low_beta_normalized,high_beta,high_beta_normalized,low_gamma,low_gamma_normalized,mid_gamma,mid_gamma_normalized
2026-05-17T16:09:15,80,0,0,,,1045874,1.0,404412,0.9345,123978,0.8489,281228,0.9082,72510,0.8101,162277,0.8684,211253,0.8875,389492,0.9317
2026-05-17T16:09:16,80,0,0,,,93353,0.8284,57678,0.7935,92231,0.8275,50863,0.7844,31329,0.7493,30027,0.7463,40647,0.7682,101567,0.8345
2026-05-17T16:09:17,80,0,0,,,1154550,1.0,645522,0.9683,54356,0.7892,498309,0.9496,130943,0.8528,113177,0.8423,118430,0.8456,307684,0.9147
2026-05-17T16:09:18,80,0,0,,,237317,0.8959,41165,0.7691,72698,0.8103,87957,0.824,40202,0.7674,55349,0.7905,35030,0.7574,91396,0.8268
2026-05-17T16:09:19,80,0,0,,,951372,0.9964,596054,0.9625,153228,0.8642,160945,0.8678,63795,0.8008,210226,0.8871,74285,0.8118,455684,0.9431
2026-05-17T16:09:20,80,0,0,,,775499,0.9816,915169,0.9936,227223,0.8927,152242,0.8638,265049,0.9039,220390,0.8905,56692,0.7923,289243,0.9102
2026-05-17T16:09:21,80,0,0,,,754468,0.9796,195032,0.8817,231451,0.8941,50347,0.7837,117808,0.8452,489546,0.9483,113872,0.8427,461129,0.944
2026-05-17T16:09:22,80,0,0,,,106880,0.8382,132428,0.8537,26312,0.7367,81125,0.8182,76951,0.8144,18041,0.7094,27025,0.7386,209155,0.8867
2026-05-17T16:09:23,80,0,0,,,419115,0.9371,398802,0.9335,13190,0.6867,211507,0.8876,94687,0.8294,202476,0.8844,122596,0.8481,374965,0.929
2026-05-17T16:09:24,80,0,0,,,8287,0.6531,44838,0.7753,18096,0.7096,72484,0.81,39740,0.7665,35468,0.7583,24900,0.7327,187386,0.8788
2026-05-17T16:09:25,80,0,0,,,944606,0.9959,1008471,1.0,332666,0.9203,402266,0.9341,114035,0.8428,233257,0.8946,153597,0.8644,330466,0.9199
2026-05-17T16:09:26,80,0,0,,,76893,0.8143,127021,0.8506,88638,0.8246,100746,0.8339,35261,0.7579,27803,0.7407,26573,0.7374,69877,0.8074
2026-05-17T16:09:27,80,0,0,,,131095,0.8529,87202,0.8234,37681,0.7627,47168,0.7789,32408,0.7518,39275,0.7657,28062,0.7414,163156,0.8688
2026-05-17T16:09:28,80,0,0,,,1005144,1.0,1002595,1.0,648386,0.9686,188225,0.8791,43851,0.7737,189741,0.8797,77542,0.8149,119874,0.8465
2026-05-17T16:09:29,80,0,0,,,1001874,1.0,404066,0.9344,587019,0.9614,80288,0.8174,313198,0.916,191545,0.8804,106133,0.8376,243400,0.8977
2026-05-17T16:09:30,80,0,0,,,725762,0.9768,266278,0.9042,82757,0.8196,348009,0.9236,61593,0.7983,99191,0.8327,80318,0.8175,207071,0.886
2026-05-17T16:09:31,80,0,0,,,120397,0.8468,47329,0.7792,185668,0.8781,71555,0.8091,12765,0.6843,37073,0.7615,17075,0.7054,105825,0.8374
2026-05-17T16:09:32,80,0,0,,,920091,0.994,855023,0.9887,104230,0.8363,416020,0.9365,350666,0.9241,207886,0.8863,151587,0.8634,617162,0.9651
2026-05-17T16:09:33,80,0,0,,,64251,0.8013,74610,0.8121,47850,0.78,56556,0.7921,26653,0.7376,24537,0.7316,30464,0.7473,37209,0.7618
2026-05-17T16:09:34,51,0,0,,,339824,0.9219,87196,0.8234,21502,0.7221,23692,0.7291,22529,0.7255,26930,0.7384,35319,0.758,65771,0.803
2026-05-17T16:09:35,80,0,0,,,679659,0.972,398469,0.9334,201299,0.884,83481,0.8203,130846,0.8528,170879,0.8721,102525,0.8351,764181,0.9805
2026-05-17T16:09:36,80,0,0,,,1096369,1.0,217241,0.8895,168358,0.871,115039,0.8435,67664,0.8051,150944,0.8631,90676,0.8262,212560,0.8879
2026-05-17T16:09:37,80,0,0,,,709372,0.9751,365928,0.9272,144075,0.8598,82759,0.8196,243187,0.8977,154835,0.865,166683,0.8703,609615,0.9642
2026-05-17T16:09:38,80,0,0,,,769998,0.9811,312591,0.9158,315928,0.9166,183237,0.8772,119750,0.8464,315023,0.9164,79152,0.8164,212281,0.8878
2026-05-17T16:09:39,80,0,0,,,285819,0.9093,708830,0.9751,162651,0.8685,338164,0.9215,124951,0.8495,286098,0.9094,182648,0.8769,490782,0.9485
2026-05-17T16:09:40,80,0,0,,,1788750,1.0,1684311,1.0,976280,0.9983,369562,0.9279,342341,0.9224,598546,0.9628,533599,0.9545,2425978,1.0
2026-05-17T16:09:41,80,0,0,,,118416,0.8456,318263,0.9171,27735,0.7405,45189,0.7758,53389,0.7879,18554,0.7114,16260,0.7019,140503,0.8579
2026-05-17T16:09:42,80,0,0,,,1286555,1.0,1270395,1.0,235189,0.8952,112254,0.8417,131089,0.8529,130168,0.8524,102291,0.835,294764,0.9116
2026-05-17T16:09:43,80,0,0,,,44420,0.7746,116145,0.8442,62224,0.799,9358,0.6619,24755,0.7323,50663,0.7841,36869,0.7611,59031,0.7952
2026-05-17T16:09:44,80,0,0,,,350347,0.9241,598787,0.9629,195391,0.8818,71994,0.8096,185581,0.8781,182579,0.8769,111521,0.8412,262147,0.9031
2026-05-17T16:09:45,80,0,0,,,124705,0.8493,126579,0.8504,135717,0.8554,36270,0.7599,12848,0.6848,58757,0.7948,25375,0.7341,122793,0.8482
2026-05-17T16:09:46,80,0,0,,,857649,0.9889,355270,0.9251,52932,0.7873,224404,0.8918,167658,0.8707,95641,0.8301,77360,0.8148,452404,0.9426
2026-05-17T16:09:47,51,0,0,,,38244,0.7638,325830,0.9188,66113,0.8034,156291,0.8657,37205,0.7618,69289,0.8068,31109,0.7488,154672,0.8649
2026-05-17T16:09:48,80,0,0,,,746146,0.9788,53222,0.7877,303123,0.9136,21323,0.7215,154797,0.865,324007,0.9184,115607,0.8438,280826,0.9081
2026-05-17T16:09:49,80,0,0,,,170610,0.872,66615,0.8039,144570,0.86,67875,0.8053,6667,0.6373,50729,0.7842,20432,0.7184,58288,0.7943
2026-05-17T16:09:50,80,0,0,,,125556,0.8498,32169,0.7512,60060,0.7964,31466,0.7496,45261,0.776,71668,0.8092,17577,0.7075,106733,0.8381
2026-05-17T16:09:51,80,0,0,,,545654,0.9562,597846,0.9628,333571,0.9205,62374,0.7992,225176,0.8921,116195,0.8442,88585,0.8246,287332,0.9097
2026-05-17T16:09:52,80,0,0,,,192413,0.8807,68262,0.8057,35469,0.7583,10593,0.6708,12151,0.6808,123979,0.8489,28332,0.742,68724,0.8062
2026-05-17T16:09:53,80,0,0,,,2120802,1.0,1223427,1.0,630055,0.9666,40629,0.7681,155221,0.8652,183352,0.8772,117673,0.8451,221507,0.8909
2026-05-17T16:09:54,80,0,0,,,128642,0.8516,145811,0.8606,574,0.4599,9262,0.6611,16179,0.7015,23414,0.7282,20932,0.7201,137419,0.8563
2026-05-17T16:09:55,80,0,0,,,563462,0.9585,92088,0.8274,22395,0.725,65206,0.8024,45972,0.7771,48430,0.7809,22327,0.7248,35374,0.7581
2026-05-17T16:09:56,80,0,0,,,59557,0.7958,31049,0.7487,56803,0.7924,82449,0.8194,88120,0.8242,31328,0.7493,26800,0.738,81310,0.8184
2026-05-17T16:09:57,80,0,0,,,57235,0.7929,76880,0.8143,4773,0.6131,100458,0.8337,36486,0.7604,49636,0.7826,35976,0.7593,42007,0.7706
2026-05-17T16:09:58,80,0,0,,,856714,0.9888,208036,0.8864,22499,0.7254,113620,0.8426,310057,0.9152,171698,0.8725,78769,0.8161,384988,0.9309
2026-05-17T16:09:59,80,0,0,,,520097,0.9527,371925,0.9284,849282,0.9882,204544,0.8851,212544,0.8879,353972,0.9248,414504,0.9363,198491,0.883
2026-05-17T16:10:00,80,0,0,,,420611,0.9373,596849,0.9626,330748,0.9199,460610,0.9439,113711,0.8426,76818,0.8142,84755,0.8214,382736,0.9305
2026-05-17T16:10:01,80,0,0,,,65851,0.8031,115785,0.8439,18286,0.7104,65683,0.8029,40205,0.7674,32767,0.7526,42578,0.7715,138439,0.8569
2026-05-17T16:10:02,80,0,0,,,370888,0.9282,257205,0.9017,59777,0.7961,702372,0.9744,304284,0.9139,90648,0.8262,121268,0.8473,186361,0.8784
2026-05-17T16:10:03,80,0,0,,,174936,0.8738,161528,0.868,170533,0.872,42633,0.7716,28263,0.7419,40880,0.7686,34546,0.7564,41972,0.7705
2026-05-17T16:10:04,80,0,0,,,1536261,1.0,1007014,1.0,218105,0.8898,227105,0.8927,82763,0.8196,113238,0.8423,156658,0.8658,375406,0.9291
2026-05-17T16:10:05,80,0,0,,,756359,0.9798,315351,0.9165,466482,0.9448,691639,0.9733,524665,0.9533,179464,0.8757,86981,0.8232,243223,0.8977
2026-05-17T16:10:06,80,0,0,,,1570827,1.0,323549,0.9183,38469,0.7642,47062,0.7788,59274,0.7955,138026,0.8567,72957,0.8105,596239,0.9626
2026-05-17T16:10:07,80,0,0,,,511432,0.9515,933716,0.995,80106,0.8173,158279,0.8666,226517,0.8925,209284,0.8868,106247,0.8377,828531,0.9864
2026-05-17T16:10:08,80,0,0,,,607969,0.964,1354406,1.0,227765,0.8929,251926,0.9002,185404,0.878,245571,0.8984,117172,0.8448,587919,0.9616
2026-05-17T16:10:09,80,0,0,,,171853,0.8725,103798,0.836,56293,0.7917,22794,0.7263,27351,0.7395,38703,0.7646,27642,0.7403,57007,0.7927
2026-05-17T16:10:10,80,0,0,,,177969,0.8751,116361,0.8443,56966,0.7926,9740,0.6648,27209,0.7391,50312,0.7836,24297,0.7309,69839,0.8074
2026-05-17T16:10:11,80,0,0,,,704639,0.9747,719596,0.9762,75796,0.8133,74914,0.8124,193594,0.8811,130053,0.8524,76637,0.8141,205178,0.8854
2026-05-17T16:10:12,80,0,0,,,1467667,1.0,166341,0.8702,404934,0.9346,66448,0.8037,89858,0.8256,427443,0.9385,92114,0.8274,269990,0.9052
2026-05-17T16:10:13,80,0,0,,,632762,0.9669,580974,0.9607,35308,0.758,181253,0.8764,116366,0.8443,526722,0.9536,108338,0.8391,656376,0.9695
2026-05-17T16:10:14,80,0,0,,,13981,0.6909,146510,0.861,10357,0.6692,14943,0.6957,50699,0.7842,14946,0.6958,18547,0.7114,61764,0.7985
2026-05-17T16:10:15,80,0,0,,,532571,0.9544,636156,0.9673,259655,0.9024,103909,0.8361,195895,0.882,116062,0.8441,138113,0.8567,126187,0.8502
2026-05-17T16:10:16,80,0,0,,,637566,0.9674,402055,0.934,529272,0.9539,122463,0.848,161757,0.8681,153988,0.8646,180433,0.8761,478105,0.9466
2026-05-17T16:10:17,80,0,0,,,42674,0.7717,123973,0.8489,22587,0.7256,43820,0.7736,46730,0.7783,89751,0.8255,25305,0.7339,55735,0.791
2026-05-17T16:10:18,80,0,0,,,907752,0.993,393803,0.9325,127350,0.8508,69196,0.8067,131642,0.8532,206051,0.8857,329465,0.9196,436274,0.94
2026-05-17T16:10:19,80,0,0,,,274544,0.9064,732852,0.9775,168025,0.8709,283456,0.9087,98333,0.8321,97406,0.8314,188444,0.8792,140882,0.8581
2026-05-17T16:10:20,80,0,0,,,161845,0.8682,88274,0.8243,21111,0.7208,67192,0.8046,36338,0.7601,35862,0.7591,25776,0.7352,178284,0.8752
2026-05-17T16:10:21,51,0,0,,,615663,0.9649,431964,0.9392,550955,0.9569,112138,0.8416,147476,0.8615,315862,0.9166,158963,0.8669,430736,0.939
2026-05-17T16:10:22,80,0,0,,,956271,0.9968,381926,0.9303,23625,0.7289,301455,0.9132,153701,0.8644,254883,0.9011,52905,0.7873,316572,0.9167
2026-05-17T16:10:23,80,0,0,,,841736,0.9875,441337,0.9408,392032,0.9322,128074,0.8512,31177,0.749,282316,0.9085,75722,0.8132,92748,0.8279
2026-05-17T16:10:24,80,0,0,,,1465448,1.0,440670,0.9407,43917,0.7738,181683,0.8766,294708,0.9116,296681,0.912,97989,0.8319,683302,0.9724
2026-05-17T16:10:25,51,0,0,,,737380,0.9779,406043,0.9348,651447,0.969,65394,0.8026,119074,0.846,152051,0.8637,106445,0.8379,324311,0.9185
2026-05-17T16:10:26,80,0,0,,,698165,0.974,371367,0.9283,55360,0.7905,305553,0.9142,216253,0.8892,100616,0.8338,99992,0.8333,265267,0.9039
2026-05-17T16:10:27,80,0,0,,,402284,0.9341,79659,0.8169,160109,0.8674,27996,0.7412,42236,0.7709,43131,0.7725,26639,0.7376,27542,0.74
2026-05-17T16:10:28,80,0,0,,,2596718,1.0,341207,0.9222,95838,0.8303,96943,0.8311,164474,0.8693,203504,0.8848,233143,0.8946,447560,0.9418
2026-05-17T16:10:29,51,0,0,,,208846,0.8866,327314,0.9192,113683,0.8426,14533,0.6937,22031,0.7238,13972,0.6909,17281,0.7063,75452,0.8129
2026-05-17T16:10:30,80,0,0,,,85187,0.8217,75135,0.8126,20778,0.7196,28021,0.7412,25136,0.7334,35660,0.7587,29369,0.7447,199570,0.8833
2026-05-17T16:10:31,80,0,0,,,726033,0.9768,506282,0.9507,1457471,1.0,61058,0.7976,81762,0.8188,184838,0.8778,134621,0.8549,124081,0.849
2026-05-17T16:10:32,80,0,0,,,918170,0.9938,448530,0.942,139003,0.8572,150773,0.8631,95110,0.8297,88433,0.8244,189888,0.8797,289484,0.9103
2026-05-17T16:10:33,80,0,0,,,1479444,1.0,470938,0.9455,239348,0.8965,63627,0.8006,153597,0.8644,97464,0.8315,71860,0.8094,230362,0.8937
2026-05-17T16:10:34,80,0,0,,,1257592,1.0,246049,0.8985,20443,0.7184,348745,0.9238,166379,0.8702,158884,0.8668,129994,0.8523,380011,0.93
2026-05-17T16:10:35,80,0,0,,,140345,0.8579,44607,0.7749,64782,0.8019,27652,0.7403,22085,0.724,17582,0.7075,15939,0.7004,81633,0.8186
2026-05-17T16:10:36,80,0,0,,,1206712,1.0,104496,0.8365,155735,0.8654,117168,0.8448,204936,0.8853,137575,0.8564,113230,0.8423,189612,0.8796
2026-05-17T16:10:37,51,0,0,,,703263,0.9745,699272,0.9741,292058,0.9109,331395,0.9201,268581,0.9048,199424,0.8833,103487,0.8358,440348,0.9406
2026-05-17T16:10:38,80,0,0,,,139212,0.8573,42401,0.7712,41164,0.7691,10764,0.672,57868,0.7937,60617,0.7971,40872,0.7686,123938,0.8489
2026-05-17T16:10:39,80,0,0,,,866617,0.9896,438907,0.9404,490475,0.9484,166540,0.8703,128455,0.8515,256406,0.9015,282962,0.9086,190987,0.8802
2026-05-17T16:10:40,80,0,0,,,86755,0.823,79897,0.8171,321032,0.9178,13445,0.6881,22884,0.7266,45103,0.7757,35717,0.7588,114546,0.8432
2026-05-17T16:10:41,51,0,0,,,631258,0.9667,778783,0.9819,355175,0.9251,159796,0.8673,158388,0.8666,87635,0.8238,132240,0.8536,569253,0.9592
2026-05-17T16:10:42,80,0,0,,,1293875,1.0,981025,0.9986,288430,0.91,183473,0.8773,247167,0.8988,221575,0.8909,234631,0.8951,445512,0.9415
2026-05-17T16:10:42,80,0,0,,,456389,0.9432,76656,0.8141,77014,0.8144,7953,0.6501,29537,0.7451,48684,0.7812,29893,0.7459,138558,0.8569
2026-05-17T16:10:44,80,0,0,,,98272,0.8321,99015,0.8326,25524,0.7345,30950,0.7484,24282,0.7309,30141,0.7465,39797,0.7666,138284,0.8568
2026-05-17T16:10:45,80,0,0,,,1171542,1.0,1962807,1.0,1422008,1.0,1704011,1.0,459362,0.9437,540632,0.9555,699123,0.9741,1434979,1.0
2026-05-17T16:10:46,80,0,0,,,153637,0.8644,27269,0.7393,58246,0.7942,16745,0.704,32319,0.7516,35603,0.7586,36884,0.7611,84460,0.8211
2026-05-17T16:10:47,80,0,0,,,646274,0.9684,909923,0.9932,85483,0.822,203687,0.8848,102494,0.8351,153408,0.8643,86285,0.8227,225675,0.8922
2026-05-17T16:10:47,80,0,0,,,556732,0.9576,190719,0.8801,318109,0.9171,390813,0.932,286247,0.9095,105234,0.837,145912,0.8607,182100,0.8767
2026-05-17T16:10:48,80,0,0,,,1201940,1.0,641278,0.9678,398603,0.9334,306467,0.9144,99176,0.8327,320205,0.9176,149253,0.8623,528044,0.9538
2026-05-17T16:10:49,80,0,0,,,950545,0.9963,1010088,1.0,78293,0.8156,127377,0.8508,207662,0.8862,246890,0.8988,98451,0.8322,455208,0.943
2026-05-17T16:10:50,80,0,0,,,214946,0.8887,314632,0.9163,55416,0.7906,128467,0.8515,86849,0.8231,196603,0.8823,159337,0.8671,294763,0.9116
2026-05-17T16:10:51,80,0,0,,,930502,0.9948,605139,0.9636,218422,0.8899,26642,0.7376,92652,0.8278,169329,0.8715,79995,0.8172,662684,0.9702
2026-05-17T16:10:52,80,0,0,,,933143,0.995,2023260,1.0,109267,0.8397,424728,0.938,101565,0.8345,102871,0.8354,266997,0.9044,358750,0.9258
2026-05-17T16:10:53,80,0,0,,,464367,0.9445,550677,0.9568,233630,0.8948,409068,0.9353,238264,0.8962,178440,0.8752,83641,0.8204,491155,0.9485
2026-05-17T16:10:55,51,0,0,,,553827,0.9572,1209878,1.0,341673,0.9223,49183,0.782,123369,0.8485,106640,0.838,159399,0.8671,484097,0.9475
2026-05-17T16:10:55,80,0,0,,,101968,0.8347,62259,0.799,41731,0.7701,97997,0.8319,40495,0.7679,27822,0.7407,21192,0.721,85814,0.8223
2026-05-17T16:10:56,80,0,0,,,113055,0.8422,137603,0.8564,19561,0.7152,24357,0.7311,46076,0.7772,42841,0.772,17065,0.7054,189965,0.8798
2026-05-17T16:10:57,80,0,0,,,1050986,1.0,500883,0.95,130850,0.8528,182961,0.8771,73904,0.8114,123100,0.8484,153234,0.8642,657793,0.9697
2026-05-17T16:10:58,80,0,0,,,604964,0.9636,793547,0.9833,402499,0.9341,508073,0.951,116249,0.8442,198608,0.883,108266,0.8391,404940,0.9346
2026-05-17T16:10:59,80,0,0,,,1355515,1.0,448112,0.9419,228905,0.8933,263624,0.9035,162858,0.8686,97172,0.8313,92479,0.8277,433437,0.9395
2026-05-17T16:11:00,80,0,0,,,262216,0.9031,729639,0.9772,252111,0.9003,78339,0.8157,89601,0.8254,392218,0.9323,66903,0.8042,490407,0.9484
2026-05-17T16:11:01,80,0,0,,,1123638,1.0,524252,0.9533,134579,0.8548,383535,0.9306,204450,0.8851,107821,0.8388,80536,0.8177,392101,0.9322
2026-05-17T16:11:02,80,0,0,,,1031587,1.0,332587,0.9203,360481,0.9261,98517,0.8323,209372,0.8868,312651,0.9158,106439,0.8379,244757,0.8981
2026-05-17T16:11:03,80,0,0,,,576878,0.9602,250359,0.8998,356301,0.9253,76925,0.8143,564456,0.9586,226371,0.8925,238142,0.8961,1178012,1.0
2026-05-17T16:11:04,80,0,0,,,478369,0.9466,441292,0.9408,689883,0.9731,133381,0.8542,320391,0.9176,275962,0.9068,147575,0.8615,356754,0.9254
2026-05-17T16:11:05,51,0,0,,,74809,0.8123,32156,0.7512,70152,0.8077,12460,0.6826,68630,0.8061,120681,0.8469,55495,0.7907,57594,0.7934
2026-05-17T16:11:06,80,0,0,,,58828,0.7949,101763,0.8346,20488,0.7186,51141,0.7848,53367,0.7879,56319,0.7918,23902,0.7297,80153,0.8173
2026-05-17T16:11:07,80,0,0,,,1183581,1.0,396986,0.9331,545110,0.9561,63022,0.7999,74614,0.8121,105243,0.837,109357,0.8398,349851,0.924
2026-05-17T16:11:08,80,0,0,,,1417623,1.0,1058642,1.0,153961,0.8646,212380,0.8879,101635,0.8345,189373,0.8796,75858,0.8133,663217,0.9703
2026-05-17T16:11:09,80,0,0,,,714170,0.9756,659736,0.9699,158409,0.8666,152673,0.864,92811,0.8279,93015,0.8281,79657,0.8169,609767,0.9642
2026-05-17T16:11:10,80,0,0,,,992479,0.9995,464895,0.9446,101297,0.8343,221710,0.891,229742,0.8935,239008,0.8964,194485,0.8815,752768,0.9794
2026-05-17T16:11:11,80,0,0,,,547976,0.9565,388976,0.9317,174599,0.8737,133796,0.8544,112634,0.8419,120669,0.8469,93410,0.8284,467533,0.945
2026-05-17T16:11:12,80,0,0,,,860020,0.9891,259259,0.9023,184494,0.8777,216126,0.8891,132378,0.8536,332536,0.9203,68937,0.8064,448029,0.9419
2026-05-17T16:11:13,80,0,0,,,1058628,1.0,402904,0.9342,273263,0.9061,204067,0.885,309177,0.915,310462,0.9153,146921,0.8612,148385,0.8619
2026-05-17T16:11:14,80,0,0,,,81439,0.8185,1345470,1.0,147991,0.8617,236567,0.8957,305958,0.9143,374997,0.929,119705,0.8464,638680,0.9675
2026-05-17T16:11:15,80,0,0,,,864467,0.9895,883318,0.991,317183,0.9169,58221,0.7942,90482,0.8261,166814,0.8704,85479,0.822,246944,0.8988
2026-05-17T16:11:16,80,0,0,,,862395,0.9893,232703,0.8945,184202,0.8775,379418,0.9299,216085,0.8891,129015,0.8518,128124,0.8513,634972,0.9671
2026-05-17T16:11:17,80,0,0,,,206541,0.8858,95907,0.8303,63096,0.8,23479,0.7284,65894,0.8031,25266,0.7338,28917,0.7435,53727,0.7884
2026-05-17T16:11:18,80,0,0,,,1655566,1.0,398946,0.9335,10895,0.6729,264258,0.9037,97801,0.8317,98792,0.8325,126406,0.8503,379844,0.9299
2026-05-17T16:11:19,80,0,0,,,671280,0.9712,636404,0.9673,143880,0.8597,112795,0.842,158943,0.8669,345129,0.923,118701,0.8457,415271,0.9364
2026-05-17T16:11:20,80,0,0,,,773153,0.9814,1069376,1.0,329774,0.9197,223776,0.8916,131239,0.853,179172,0.8755,103084,0.8355,268196,0.9047
2026-05-17T16:11:21,51,0,0,,,1278027,1.0,411418,0.9357,330451,0.9199,237268,0.8959,112144,0.8416,220568,0.8906,114123,0.8429,249661,0.8996
2026-05-17T16:11:22,80,0,0,,,779758,0.982,919456,0.9939,294716,0.9116,128261,0.8513,122359,0.8479,125230,0.8496,110653,0.8407,319639,0.9174
2026-05-17T16:11:23,80,0,0,,,1321255,1.0,1467041,1.0,1373084,1.0,999922,1.0,567529,0.959,731583,0.9774,804165,0.9842,1248925,1.0
2026-05-17T16:11:24,80,0,0,,,613305,0.9646,517624,0.9523,205065,0.8853,267087,0.9044,158022,0.8665,170588,0.872,93775,0.8287,320191,0.9176
2026-05-17T16:11:25,80,0,0,,,57069,0.7927,90760,0.8263,56858,0.7925,27971,0.7411,25709,0.735,30862,0.7482,14721,0.6947,107599,0.8386
2026-05-17T16:11:26,51,0,0,,,1194157,1.0,259049,0.9022,768406,0.9809,66727,0.8041,175912,0.8742,93913,0.8288,65440,0.8026,174749,0.8737
2026-05-17T16:11:27,80,0,0,,,139676,0.8575,14217,0.6921,41295,0.7693,43479,0.773,38068,0.7634,55503,0.7907,26450,0.7371,49730,0.7828
2026-05-17T16:11:28,80,0,0,,,92386,0.8276,29020,0.7438,82758,0.8196,33716,0.7546,102146,0.8349,31686,0.7501,23987,0.73,108088,0.839
2026-05-17T16:11:29,80,0,0,,,87153,0.8234,249857,0.8996,41704,0.77,109635,0.84,13223,0.6869,19922,0.7166,33687,0.7546,79279,0.8165
2026-05-17T16:11:30,80,0,0,,,864804,0.9895,283180,0.9087,402211,0.9341,232496,0.8944,180587,0.8761,135279,0.8552,335891,0.921,473168,0.9458
2026-05-17T16:11:31,80,0,0,,,112841,0.8421,235613,0.8954,90031,0.8257,17751,0.7082,44002,0.7739,28539,0.7426,18416,0.7109,21376,0.7217
2026-05-17T16:11:32,80,0,0,,,206270,0.8857,85615,0.8221,46729,0.7783,22966,0.7269,41303,0.7693,43698,0.7734,14891,0.6955,87044,0.8233
2026-05-17T16:11:33,80,0,0,,,1074043,1.0,169442,0.8715,40717,0.7683,112946,0.8421,320905,0.9177,107007,0.8382,174241,0.8735,467072,0.9449
2026-05-17T16:11:34,80,0,0,,,247729,0.899,68798,0.8063,53574,0.7882,58735,0.7948,24236,0.7307,29110,0.744,18095,0.7096,120411,0.8468
2026-05-17T16:11:35,80,0,0,,,698941,0.9741,377576,0.9295,211857,0.8877,111491,0.8412,210164,0.8871,179283,0.8756,203417,0.8847,242079,0.8973
2026-05-17T16:11:36,80,0,0,,,186928,0.8786,15720,0.6994,23654,0.729,21385,0.7217,21595,0.7224,25432,0.7342,49303,0.7821,71828,0.8094
2026-05-17T16:11:37,80,0,0,,,1241201,1.0,575794,0.96,534873,0.9547,165068,0.8696,266062,0.9042,106730,0.838,44583,0.7749,180432,0.8761
2026-05-17T16:11:38,80,0,0,,,891810,0.9917,340394,0.922,275147,0.9066,226511,0.8925,83820,0.8206,99520,0.833,79429,0.8167,162841,0.8686
2026-05-17T16:11:39,80,0,0,,,807638,0.9845,264929,0.9039,268397,0.9048,221732,0.891,384807,0.9309,161641,0.8681,55817,0.7911,187482,0.8788
2026-05-17T16:11:40,51,0,0,,,663484,0.9703,860372,0.9891,739347,0.9781,189333,0.8795,35739,0.7589,145756,0.8606,78619,0.8159,362006,0.9265
2026-05-17T16:11:41,80,0,0,,,67787,0.8052,174004,0.8734,30802,0.7481,12410,0.6823,39783,0.7666,36882,0.7611,39369,0.7659,45906,0.777
2026-05-17T16:11:42,80,0,0,,,35820,0.759,76910,0.8143,81656,0.8187,36095,0.7596,19339,0.7144,22118,0.7241,43571,0.7732,68937,0.8064
2026-05-17T16:11:43,80,0,0,,,1469751,1.0,249759,0.8996,92463,0.8277,47340,0.7792,188018,0.879,136684,0.856,33580,0.7543,507487,0.9509
2026-05-17T16:11:44,80,0,0,,,320149,0.9176,106972,0.8382,113378,0.8424,51518,0.7853,19279,0.7142,40640,0.7682,20155,0.7174,66300,0.8036
2026-05-17T16:11:45,80,0,0,,,1045135,1.0,259738,0.9024,288181,0.9099,96457,0.8307,162998,0.8687,119288,0.8461,167085,0.8705,234977,0.8952
2026-05-17T16:11:46,80,0,0,,,1211109,1.0,608428,0.964,192040,0.8806,352351,0.9245,310695,0.9154,91124,0.8266,187290,0.8788,199541,0.8833
2026-05-17T16:11:47,80,0,0,,,736373,0.9778,1138460,1.0,160868,0.8677,292624,0.9111,129692,0.8522,135569,0.8554,159626,0.8672,332662,0.9203
2026-05-17T16:11:48,80,0,0,,,628900,0.9664,956193,0.9968,1654585,1.0,955506,0.9967,680366,0.9721,653280,0.9692,517963,0.9524,899427,0.9923
2026-05-17T16:11:49,51,0,0,,,64848,0.802,103044,0.8355,5407,0.6222,2383,0.5629,49616,0.7826,72039,0.8096,36821,0.761,35728,0.7588
2026-05-17T16:11:50,80,0,0,,,72812,0.8104,242551,0.8975,26746,0.7379,83051,0.8199,26280,0.7366,29764,0.7456,18854,0.7126,81823,0.8188
2026-05-17T16:11:51,80,0,0,,,770874,0.9812,560893,0.9581,57941,0.7938,64210,0.8013,214148,0.8885,120083,0.8466,102983,0.8355,157799,0.8664
2026-05-17T16:11:52,80,0,0,,,44973,0.7755,33075,0.7533,49600,0.7826,105344,0.8371,108051,0.8389,28346,0.7421,13128,0.6864,94587,0.8293
2026-05-17T16:11:53,80,0,0,,,1180142,1.0,303426,0.9137,272332,0.9059,78879,0.8162,83887,0.8206,162079,0.8683,99639,0.8331,177774,0.875
2026-05-17T16:11:54,80,0,0,,,272251,0.9058,118393,0.8456,27453,0.7398,28040,0.7413,74428,0.812,17789,0.7084,25957,0.7357,30882,0.7483
2026-05-17T16:11:55,80,0,0,,,1200927,1.0,506306,0.9507,191068,0.8802,227021,0.8927,163715,0.869,136301,0.8558,86310,0.8227,422587,0.9377
2026-05-17T16:11:56,80,0,0,,,32191,0.7513,91367,0.8268,77501,0.8149,39432,0.766,44941,0.7754,26861,0.7382,21422,0.7218,62337,0.7991
2026-05-17T16:11:57,51,0,0,,,510124,0.9513,295033,0.9116,197077,0.8824,193088,0.881,217777,0.8897,79952,0.8171,99965,0.8333,389264,0.9317
